date,return
2021-08-16T21:00:00,-1.47
2021-08-17T21:00:00,-1.96
2021-08-18T21:00:00,-2.86
2021-08-19T21:00:00,-2.92
2021-08-22T21:00:00,-1.93
2021-08-23T21:00:00,-1.0
2021-08-24T21:00:00,-0.71
2021-08-25T21:00:00,-1.04
2021-08-26T21:00:00,-0.18
2021-08-29T21:00:00,-0.15
2021-08-30T21:00:00,0.55
2021-08-31T21:00:00,0.89
2021-09-01T21:00:00,1.48
2021-09-02T21:00:00,2.04
2021-09-05T21:00:00,1.73
2021-09-06T21:00:00,1.23
2021-09-07T21:00:00,1.23
2021-09-08T21:00:00,1.33
2021-09-09T21:00:00,1.35
2021-09-12T21:00:00,1.38
2021-09-13T21:00:00,1.06
2021-09-14T21:00:00,1.19
2021-09-15T21:00:00,0.72
2021-09-16T21:00:00,0.3
2021-09-19T21:00:00,0.25
2021-09-20T21:00:00,-0.06
2021-09-21T21:00:00,-0.08
2021-09-22T21:00:00,0.87
2021-09-23T21:00:00,0.06
2021-09-26T21:00:00,0.11
2021-09-27T21:00:00,-0.62
2021-09-28T21:00:00,-1.94
2021-09-29T21:00:00,-1.48
2021-09-30T21:00:00,-0.92
2021-10-03T21:00:00,-0.5
2021-10-04T21:00:00,-0.63
2021-10-05T21:00:00,-1.32
2021-10-06T21:00:00,-1.12
2021-10-07T21:00:00,-1.05
2021-10-10T21:00:00,-0.8
2021-10-11T21:00:00,-0.93
2021-10-12T21:00:00,-0.4
2021-10-13T21:00:00,0.67
2021-10-14T21:00:00,1.27
2021-10-17T21:00:00,1.45
2021-10-18T21:00:00,2.41
2021-10-19T21:00:00,3.09
2021-10-20T21:00:00,2.41
2021-10-21T21:00:00,2.44
2021-10-24T21:00:00,2.67
2021-10-25T21:00:00,2.67
2021-10-26T21:00:00,2.74
2021-10-27T21:00:00,3.15
2021-10-28T21:00:00,2.73
2021-10-31T21:00:00,3.06
2021-11-01T21:00:00,1.99
2021-11-02T21:00:00,2.64
2021-11-03T21:00:00,1.83
2021-11-04T21:00:00,2.06
2021-11-07T22:00:00,2.82
2021-11-08T22:00:00,2.33
2021-11-09T22:00:00,1.36
2021-11-10T22:00:00,0.82
2021-11-11T22:00:00,1.12
2021-11-14T22:00:00,1.23
2021-11-15T22:00:00,0.47
2021-11-16T22:00:00,0.58
2021-11-17T22:00:00,1.29
2021-11-18T22:00:00,0.64
2021-11-21T22:00:00,0.16
2021-11-22T22:00:00,0.03
2021-11-23T22:00:00,-1.08
2021-11-24T22:00:00,-1.32
2021-11-25T22:00:00,-1.87
2021-11-28T22:00:00,-2.05
2021-11-29T22:00:00,-2.08
2021-11-30T22:00:00,-2.21
2021-12-01T22:00:00,-2.07
2021-12-02T22:00:00,-3.0
2021-12-04T22:00:00,-3.09
2021-12-05T22:00:00,-3.06
2021-12-06T22:00:00,-2.53
2021-12-07T22:00:00,-2.3
2021-12-08T22:00:00,-2.52
2021-12-09T22:00:00,-2.45
2021-12-12T22:00:00,-3.14
2021-12-13T22:00:00,-3.39
2021-12-14T22:00:00,-2.75
2021-12-15T22:00:00,-2.5
2021-12-16T22:00:00,-3.39
2021-12-19T22:00:00,-3.86
